full_name,age,country,rating,club,foot,position,value,wage,reputation
S. Sidibe,19,Belgium,61,FC Emmen,Left,LM,775000,800,1
K. Kinoshita,25,Japan,61,Stabæk Fotball,Right,ST,450000,900,1
D. Watts,23,Republic of Ireland,61,Shamrock Rovers,Right,CAM,525000,650,1
N. Celic,21,Austria,61,WSG Tirol,Left,CB,625000,1000,1
C. Kelman,18,United States,61,Queens Park Rangers,Right,ST,825000,850,1
N. González,21,Argentina,61,Defensa y Justicia,Right,ST,675000,2000,1
E. List,23,England,61,Stevenage,Right,RM,500000,2000,1
E. Ortega,23,Mexico,61,Club Atlas,Right,CAM,725000,2000,1
M. Fritz,26,Germany,61,Viktoria Köln,Right,CB,375000,950,1
M. Pato,27,Argentina,61,Central Córdoba,Right,ST,350000,2000,1
H. Igarzabal,20,Argentina,61,Arsenal de Sarandí,Right,CB,675000,1000,1
Samuel Costa,19,Portugal,61,UD Almería,Left,CDM,775000,1000,1
D. Marx,20,Germany,61,VfL Wolfsburg,Right,CAM,750000,5000,1
M. Guthörl,21,Germany,61,SV Wehen Wiesbaden,Right,RB,700000,1000,1
E. Calvillo,22,United States,61,San Jose Earthquakes,Right,CAM,725000,1000,1
L. Coordes,21,Dominican Republic,61,FC St. Pauli,Right,RM,800000,2000,1
T. Lauritsen,22,Norway,61,Odds BK,Right,ST,750000,1000,1
D. Pillai,32,India,61,,Right,RM,0,0,1
S. Onur,17,Turkey,61,Bayer 04 Leverkusen,Left,CAM,750000,2000,1
D. Özkan,20,Turkey,61,Antalyaspor,Right,GK,625000,1000,1
Kim Hyo Gi,33,Korea Republic,61,GwangJu FC,Right,ST,210000,1000,1
J. Kade,21,Germany,61,SG Dynamo Dresden,Left,CAM,800000,1000,1
F. Pérez,21,Argentina,61,Club Atlético Aldosivi,Right,CAM,750000,2000,1
A. Jonjić,20,Germany,61,FC Erzgebirge Aue,Right,RM,800000,1000,1
E. Cano,21,Bolivia,61,Club Bolívar,Left,LM,500000,500,1
R. Veselinović,21,Serbia,61,Vancouver Whitecaps FC,Right,CB,700000,1000,1
L. Fritzson,24,Sweden,61,Östersunds FK,Right,CAM,450000,950,1
A. Semenyo,20,England,61,Bristol City,Right,ST,800000,6000,1
I. Aaneba,21,France,61,RC Strasbourg Alsace,Right,CB,700000,3000,1
M. Tillman,18,Germany,61,Bayern München II,Right,ST,900000,700,1
V. Besuijen,19,Netherlands,61,ADO Den Haag,Right,RM,775000,1000,1
J. Grant,21,England,61,Bristol Rovers,Right,CB,700000,1000,1
J. Romaña,21,Colombia,61,Club Guaraní,Right,CB,750000,500,1
W. Omari,20,France,61,Stade Rennais FC,Right,CB,675000,5000,1
A. Toufiqui,21,France,61,Stade Malherbe Caen,Left,CAM,800000,1000,1
A. Putna,25,United States,61,Real Salt Lake,Right,GK,375000,1000,1
A. Oviedo,24,Paraguay,61,Club Libertad,Right,ST,500000,500,1
J. Le Douaron,22,France,61,Stade Brestois 29,Left,ST,750000,3000,1
E. Agüero,25,Argentina,61,River Plate Asunción,Right,CDM,450000,500,1
N. Atangana,30,France,61,Exeter City,Right,CB,325000,2000,1
A. Swaminathan,28,India,61,,Left,CAM,0,0,1
L. Kitching,20,England,61,Forest Green Rovers,Left,CB,675000,2000,1
L. Buchanan,19,England,61,Derby County,Left,LB,750000,2000,1
R. Fulton,24,Scotland,61,Hamilton Academical FC,Left,GK,425000,900,1
Kim Won Gun,28,Korea Republic,61,FC Seoul,Right,CB,300000,2000,1
A. Weidinger,23,Germany,61,SSV Jahn Regensburg,Right,GK,400000,2000,1
Alfon,21,Spain,61,RC Celta,Right,ST,800000,1000,1
M. Cooper,20,England,61,Plymouth Argyle,Right,GK,700000,1000,1
A. Miranda,27,Uruguay,61,Club Plaza Colonia,Right,CAM,350000,500,1
D. Trichard,25,France,61,Clermont Foot 63,Left,LB,450000,1000,1
O. Sowunmi,24,England,61,Colchester United,Right,CB,450000,2000,1
Chen Xiao,30,China PR,61,Hebei China Fortune FC,Right,CB,275000,2000,1
C. Bayiha,21,Canada,61,Montreal Impact,Right,CAM,725000,1000,1
O. Camara,21,Guinea,61,Vålerenga Fotball,Right,RM,800000,800,1
A. Ginti,26,India,61,,Left,LB,0,0,1
I. Elmkies,20,Israel,61,ADO Den Haag,Right,CM,775000,4000,1
K. Miller,23,Canada,61,Orlando City SC,Left,CB,675000,1000,1
A. Hartigan,20,England,61,AFC Wimbledon,Right,RM,725000,1000,1
C. Achim,24,Romania,61,FC Voluntari,Right,CB,450000,1000,1
Javi López,18,Spain,61,Deportivo Alavés,Left,LB,725000,1000,1
E. Viveros,24,Ecuador,61,LDU Quito,Right,GK,625000,500,1
Rodrigo Gomes,16,Portugal,61,SC Braga,Right,CAM,900000,550,1
A. Al Joui,25,Saudi Arabia,61,Al Taawoun,Right,RM,425000,4000,1
M. Bauer,20,Germany,61,SpVgg Greuther Fürth,Right,CB,750000,1000,1
I. Peter,22,Nigeria,61,Cádiz CF,Left,LM,725000,5000,1
G. Kilama,21,Cameroon,61,Chamois Niortais Football Club,Left,CDM,700000,900,1
D. Kocyła,17,Poland,61,Wisła Płock,Right,RM,825000,500,1
A. Trujillo,21,Venezuela,61,Zamora FC,Right,RB,625000,500,1
F. Flores,18,Argentina,61,San Lorenzo de Almagro,Right,CB,775000,900,1
M. Pérez,27,Mexico,61,Mazatlán FC,Right,CAM,375000,2000,1
Han Eui Kwon,26,Korea Republic,61,Suwon Samsung Bluewings,Right,RM,425000,1000,1
B. Moore,28,United States,61,Atlanta United,Left,GK,275000,1000,1
N. Diallo,24,France,61,Stade Rennais FC,Left,LB,475000,6000,1
J. Nilsson,25,Sweden,61,Mjällby AIF,Right,RWB,350000,600,1
J. Indacoechea,19,Argentina,61,Club Atlético Aldosivi,Right,CM,850000,1000,1
C. Waters,24,Scotland,61,Kilmarnock,Left,LB,450000,1000,1
M. Poplatnik,27,Slovenia,61,Livingston FC,Right,ST,350000,2000,1
B. Palacios,22,Peru,61,Cusco FC,Right,RM,675000,500,1
H. Plazas,27,Venezuela,61,Estudiantes de Mérida,Right,CB,350000,500,1
O. Threlkeld,26,England,61,Salford City,Right,CB,375000,3000,1
E. McGinty,20,Republic of Ireland,61,Sligo Rovers,Left,GK,625000,500,1
V. Gendrey,20,France,61,Amiens SC,Right,RB,750000,800,1
M. Acuña,23,Venezuela,61,Aragua FC,Right,CB,450000,500,1
Chico,25,Brazil,61,Querétaro,Right,ST,450000,2000,1
H. Dunk,29,England,61,Cambridge United,Left,LB,300000,2000,1
D. Newton,29,England,61,Stevenage,Left,ST,325000,2000,1
L. Chevalier,18,France,61,LOSC Lille,Right,GK,950000,500,1
S. Quigley,27,England,61,Barrow,Right,ST,350000,2000,1
D. Ventúra,24,Slovakia,61,Academica Clinceni,Right,RB,450000,900,1
Y. Kusano,23,Japan,61,Yokohama FC,Right,ST,475000,900,1
M. Funk,24,Germany,61,SpVgg Greuther Fürth,Right,GK,625000,1000,1
S. Hausner,20,Denmark,61,Aarhus GF,Left,CB,750000,2000,1
Jhonny Lucas,20,Brazil,61,Sint-Truidense VV,Right,CDM,725000,2000,1
R. Hajal,18,Sweden,61,SC Heerenveen,Right,CAM,825000,600,1
J. Ruiz,20,Colombia,61,Gil Vicente FC,Right,CAM,725000,1000,1
R. Crawford,26,Scotland,61,Motherwell,Right,RM,400000,1000,1
D. Bernard,19,England,61,Salford City,Right,CB,800000,7000,1
C. Seedorf,25,Netherlands,61,FC Emmen,Right,RB,425000,1000,1
Asier Córdoba,20,Spain,61,CA Osasuna,Left,LM,800000,4000,1
M. Klimowicz,19,Argentina,61,VfB Stuttgart,Right,CAM,775000,2000,1
T. Sabitzer,19,Austria,61,LASK Linz,Right,ST,775000,3000,1
E. Pérez,27,Bolivia,61,Nacional Potosí,Left,RM,350000,500,1
J. Nelson,17,Canada,61,Toronto FC,Left,LM,750000,500,1
K. Fujimoto,21,Japan,61,Gil Vicente FC,Left,LM,725000,2000,1
V. Cabezas,22,Colombia,61,Deportivo Pasto,Right,GK,650000,500,1
Y. Otto,21,Germany,61,Eintracht Braunschweig,Right,ST,725000,2000,1
M. Awoudja,22,Germany,61,VfB Stuttgart,Right,CB,700000,3000,1
J. Schmied,21,Switzerland,61,FC Vaduz,Right,CB,625000,1000,1
C. Villagra,31,Paraguay,61,Sol de América,Left,ST,275000,500,1
C. Cooke,23,England,61,Bradford City,Right,CM,650000,3000,1
A. Quintana,25,Colombia,61,Atlético Nacional,Left,GK,375000,750,1
J. Stevens,20,England,61,Swindon Town,Right,RM,800000,10000,1
M. Konaté,26,Guinea,61,Sint-Truidense VV,Right,CB,400000,2000,1
A. Leifsson,21,Iceland,61,Strømsgodset IF,Right,CB,700000,700,1
A. Chandarov,21,Bulgaria,61,Academica Clinceni,Right,CAM,725000,850,1
D. Sadiković,25,Bosnia Herzegovina,61,Cracovia,Right,CM,475000,2000,1
N. Cameron,28,England,61,Wigan Athletic,Right,CB,275000,1000,1
A. Rivero,22,Argentina,61,Arsenal de Sarandí,Right,GK,650000,1000,1
L. Gibson,19,England,61,Reading,Left,CB,800000,6000,1
R. Richard,18,France,61,Olympique de Marseille,Right,RB,800000,2000,1
Álex Martínez,21,Spain,61,UD Logroñés,Right,RM,800000,1000,1
F. Myhre,21,Norway,61,Vålerenga Fotball,Right,CM,775000,650,1
B. Prokopič,32,Austria,61,FC Vaduz,Right,CM,250000,2000,1
A. Álvarez,20,Argentina,61,Godoy Cruz,Right,RWB,750000,1000,1
Peteiro,22,Spain,61,CF Fuenlabrada,Right,CB,700000,1000,1
T. King,25,Wales,61,Newport County,Right,GK,350000,2000,1
S. Karweina,21,Germany,61,MSV Duisburg,Right,ST,750000,600,1
D. Ayala,17,Argentina,61,Estudiantes de La Plata,Left,LB,975000,500,1
K. Guthrie,27,England,61,Bradford City,Right,ST,375000,4000,1
J. Aitchison,20,Scotland,61,Stevenage,Right,CAM,800000,2000,1
M. Ambrosiewicz,22,Poland,61,Wisła Płock,Right,CDM,675000,1000,1
M. Šarkić,22,Montenegro,61,Shrewsbury,Right,GK,650000,7000,1
S. Nakahara,26,Japan,61,Vegalta Sendai,Right,RM,425000,1000,1
J. Rahou,17,France,61,Olympique de Marseille,Right,CAM,750000,750,1
Kim Young Bin,28,Korea Republic,61,Gangwon FC,Right,CB,300000,1000,1
J. Ceesay,22,Sweden,61,Helsingborgs IF,Right,RM,725000,600,1
A. Páez,25,Venezuela,61,Estudiantes de Mérida,Right,CAM,450000,500,1
Y. Keitel,20,Germany,61,SC Freiburg,Right,CDM,675000,3000,1
E. Zuelli,18,Italy,61,Chievo Verona,Right,CAM,725000,500,1
S. Härtel,21,Germany,61,FC Erzgebirge Aue,Left,LWB,700000,1000,1
M. Shinada,20,Japan,61,FC Tokyo,Right,CAM,725000,1000,1
Li Shuai,37,China PR,61,Shanghai Greenland Shenhua FC,Right,GK,35000,1000,1
H. Toivomäki,29,Finland,61,HJK Helsinki,Right,RB,300000,500,1
R. Laidlaw,27,Scotland,61,Ross County FC,Right,GK,325000,1000,1
A. Çelebi,21,Turkey,61,Alanyaspor,Right,CB,750000,6000,1
T. Harwood-Bellis,18,England,61,Manchester City,Right,CB,1000000,4000,1
S. Sissoko,20,Mali,61,KV Kortrijk,Right,CDM,750000,2000,1
Ricardo Santos,25,Portugal,61,Bolton Wanderers,Right,CB,425000,3000,1
F. Arhin,21,Ghana,61,Östersunds FK,Left,CAM,725000,750,1
Lim Jae Hyeok,21,Korea Republic,61,Daegu FC,Right,ST,800000,1000,1
E. Østensen,27,Norway,61,Viking FK,Right,LW,350000,1000,1
Adrián Bernabé,19,Spain,61,Manchester City,Left,CAM,850000,9000,1
J. Carabalí,23,Ecuador,61,Universidad Católica del Ecuador,Right,CAM,525000,500,1
C. Viet,21,Germany,61,FC St. Pauli,Right,RB,625000,2000,1
Yuri Matias,25,Brazil,61,Gaz Metan Mediaş,Right,CB,425000,2000,1
B. Omeragic,18,Switzerland,61,FC Zürich,Right,CB,850000,700,1
D. Segura,21,Ecuador,61,Universidad Católica del Ecuador,Left,LM,725000,500,1
K. Krygård,20,Norway,61,FK Haugesund,Right,CAM,775000,650,1
Y. Severin,23,France,61,Servette FC,Left,CB,700000,2000,1
L. Romero,29,Venezuela,61,Zamora FC,Right,GK,250000,500,1
Jefferson,20,Brazil,61,Clube Sport Marítimo,Right,ST,725000,2000,1
M. Kuzimski,29,Poland,61,Warta Poznań,Right,ST,325000,1000,1
E. Iandolo,22,England,61,Swindon Town,Right,LB,625000,2000,1
J. Bohui,21,England,61,Colchester United,Right,CAM,750000,2000,1
B. Coker,31,England,61,Stevenage,Left,LB,240000,2000,1
C. Wilkinson,25,Republic of Ireland,61,Leyton Orient,Left,ST,425000,3000,1
E. Abouchabaka,20,Germany,61,Vitória Guimarães,Left,CAM,800000,1000,1
F. Pangop,27,Cameroon,61,SCR Altach,Right,ST,375000,3000,1
E. Holm,20,Sweden,61,IFK Göteborg,Right,RB,750000,650,1
G. Deac,25,Romania,61,FC Argeș,Right,RM,425000,1000,1
Miguel Ángel,22,Spain,61,Albacete BP,Right,ST,750000,2000,1
L. Terán,27,Venezuela,61,Llaneros de Guanare,Right,CB,350000,500,1
D. Bernard,23,Republic of Ireland,61,Forest Green Rovers,Right,RWB,700000,3000,1
M. Bidstrup,19,Denmark,61,Brentford,Right,CM,850000,4000,1
S. Haji,20,United States,61,San Jose Earthquakes,Right,CAM,800000,1000,1
J. Rodríguez,21,Mexico,61,U.N.A.M.,Left,LB,700000,2000,1
G. Buckley,26,Republic of Ireland,61,Sligo Rovers,Right,CM,375000,500,1
J. Peñarrieta,31,Bolivia,61,Club Blooming,Right,GK,170000,500,1
Z. Dearnley,21,England,61,Oldham Athletic,Right,RM,750000,2000,1
L. Ameka Autchanga,23,Gabon,61,Chamois Niortais Football Club,Right,RM,525000,1000,1
M. Chana,21,Germany,61,VfB Lübeck,Right,CB,700000,550,1
A. Marinescu,35,Romania,61,Universitatea Craiova,Right,GK,35000,1000,1
C. Castro,33,Venezuela,61,Zamora FC,Right,CB,160000,500,1
L. Colombo,18,Italy,61,Milan,Left,ST,825000,3000,1
H. Zackrisson,25,Sweden,61,Varbergs BoIS,Right,CB,425000,550,1
D. Gómez,28,Venezuela,61,AC Mineros de Guayana,Right,LW,325000,500,1
S. Mallon,21,Republic of Ireland,61,Derry City,Left,LM,800000,4000,1
D. Tomii,30,Japan,61,Shonan Bellmare,Right,GK,220000,700,1
E. Emegha,17,Netherlands,61,Sparta Rotterdam,Right,ST,825000,500,1
Sui Weijie,37,China PR,61,Chongqing Dangdai Lifan FC SWM Team,Right,GK,35000,1000,1
J. Eastwood,23,England,61,Kilmarnock,Right,GK,625000,4000,1
J. Valoyes,33,Colombia,61,Sport Huancayo,Right,CB,160000,500,1
F. Blake-Tracy,24,England,61,Peterborough United,Left,LB,450000,2000,1
D. Corcoran,31,Republic of Ireland,61,Bohemian FC,Right,ST,275000,750,1
O. Bouy,27,Netherlands,61,Leeds United,Left,CM,325000,13000,1
A. Lyons,19,Republic of Ireland,61,Bohemian FC,Right,RB,750000,500,1
F. Modelski,27,Poland,61,Podbeskidzie Bielsko-Biała,Right,RB,325000,950,1
G. Taft,26,England,61,Bolton Wanderers,Left,CB,350000,3000,1
J. Ertlthaler,23,Austria,61,TSV Hartberg,Right,CAM,525000,1000,1
C. Lasso,29,Colombia,61,Club Atlético Grau,Right,ST,325000,500,1
L. Ranieri,21,Italy,61,SPAL,Left,CB,750000,4000,1
M. Hołownia,22,Poland,61,Legia Warszawa,Left,LB,700000,2000,1
A. Correia,20,France,61,SC Braga,Right,CB,675000,2000,1
Hong Jung Nam,32,Korea Republic,61,Jeonbuk Hyundai Motors,Right,GK,160000,2000,1
O. Imeri,20,Albania,61,Antalyaspor,Right,RM,725000,2000,1
K. Miyazaki,22,Japan,61,FC Tokyo,Left,LM,675000,2000,1
K. Lewis,21,Uruguay,61,Peñarol,Left,CDM,700000,500,1
R. Greenidge,23,Guyana,61,Bolton Wanderers,Left,CB,600000,2000,1
F. Piszczek,25,Poland,61,Cracovia,Right,ST,475000,2000,1
R. Sirk,26,Slovenia,61,Zagłębie Lubin,Right,ST,400000,2000,1
M. Arteaga,26,Venezuela,61,Zamora FC,Right,ST,425000,500,1
Y. Larouci,19,Algeria,61,Liverpool,Left,LB,825000,6000,1
H. Maïga,25,Mali,61,TSV Hartberg,Right,CB,400000,1000,1
J. Yglesias,39,Peru,61,Club Atlético Grau,Left,CB,60000,500,1
B. Bodily,22,United States,61,Portland Timbers,Left,LM,725000,1000,1
F. Giacopuzzi,19,Argentina,61,Club Atlético Tigre,Right,CB,725000,1000,1
B. Sartiaguin,20,Mexico,61,Deportivo Toluca,Right,CB,675000,2000,1
M. Hazazi,32,Saudi Arabia,61,Damac FC,Right,RB,230000,3000,1
J. Italiano,18,Australia,61,Borussia Mönchengladbach,Right,RM,825000,2000,1
D. Lanius,23,Germany,61,Viktoria Köln,Right,CB,600000,800,1
Iván Martín,21,Spain,61,CD Mirandés,Left,CAM,725000,1000,1
A. Đerlek,19,Serbia,61,Sivasspor,Right,RM,775000,2000,1
M. Guzmán,20,Argentina,61,Estudiantes de La Plata,Right,CB,750000,2000,1
D. Iliev,25,North Macedonia,61,Shrewsbury,Right,GK,400000,8000,1
J. Arak,25,Poland,61,Lechia Gdańsk,Right,ST,475000,2000,1
K. Al Samiri,23,Saudi Arabia,61,Al Ittihad,Right,CAM,725000,6000,1
K. McIntosh,26,United States,61,New York Red Bulls,Right,GK,300000,1000,1
S. Jasper,19,England,61,Fulham,Right,RM,850000,8000,1
B. Mendy,20,France,61,FC Nantes,Right,CB,750000,3000,1
Contreras,22,Spain,61,SD Ponferradina,Left,LM,725000,2000,1
R. Kitto,25,Australia,61,Adelaide United,Left,LM,350000,850,1
E. Suliman,22,England,61,Vitória Guimarães,Right,CB,700000,1000,1
K. Yoshimoto,32,Japan,61,Shimizu S-Pulse,Right,CB,210000,850,1
G. Taylor,30,England,61,Cambridge United,Left,CB,275000,2000,1
T. Imai,29,Japan,61,Western United FC,Right,CB,275000,600,1
M. Osores,23,Argentina,61,Atlético Tucumán,Right,CB,675000,2000,1
Han Rongze,27,China PR,61,Shandong Luneng TaiShan FC,Left,GK,350000,2000,1
S. Brisley,30,England,61,Port Vale,Right,CB,275000,2000,1
D. Niwa,34,Japan,61,FC Tokyo,Right,CB,110000,2000,1
K. Lewis-Potter,19,England,61,Hull City,Right,ST,775000,1000,1
Tiago Almeida,18,Portugal,61,CD Tondela,Right,RB,875000,500,1
F. Perinciolo,23,Argentina,61,Club Atlético Aldosivi,Left,CDM,525000,2000,1
A. Cambiaso,20,Italy,61,Empoli,Left,LM,800000,650,1
H. Gjesdal,26,Norway,61,IK Start,Left,CB,375000,750,1
D. Gyollai,23,Hungary,61,Peterborough United,Right,GK,625000,1000,1
A. Liebeskind,35,Venezuela,61,AC Mineros de Guayana,Right,GK,35000,500,1
F. Petroli,22,Argentina,61,River Plate,Left,GK,700000,2000,1
D. Zibung,36,Switzerland,61,FC Luzern,Right,GK,35000,1000,1
T. Hudson-Wihongi,25,New Zealand,61,Wellington Phoenix,Right,CM,375000,850,1
J. Tuominen,24,Finland,61,BK Häcken,Right,ST,675000,1000,1
S. Mackie,21,Scotland,61,Hibernian,Left,LM,700000,1000,1
J. Medić,21,Croatia,61,SV Wehen Wiesbaden,Right,CB,700000,2000,1
M. Portillo,28,Paraguay,61,Sol de América,Right,CB,300000,500,1
E. Oyeleke,27,England,61,Port Vale,Right,CM,375000,2000,1
B. Al Nakhli,32,Saudi Arabia,61,Al Adalah,Right,CB,210000,3000,1
E. Taha,21,France,61,En Avant de Guingamp,Right,ST,800000,1000,1
E. González,30,Venezuela,61,AC Mineros de Guayana,Left,GK,250000,500,1
J. Proctor,28,England,61,Newport County,Right,ST,325000,8000,1
A. Butler,36,England,61,Doncaster Rovers,Left,CB,60000,1000,1
Li Songyi,27,China PR,61,Guangzhou R&F FC,Right,CB,350000,3000,1
H. Al Habib,25,Saudi Arabia,61,Al Fateh,Right,CDM,425000,5000,1
L. Buades,22,France,61,Nîmes Olympique,Right,RM,675000,3000,1
T. Gundelund,18,Denmark,61,Vejle Boldklub,Right,RWB,725000,550,1
F. Silvera,23,Uruguay,61,River Plate Montevideo,Left,LWB,625000,500,1
T. Escalante,20,Argentina,61,Defensa y Justicia,Right,CAM,725000,2000,1
P. Tomczyk,22,Poland,61,Stal Mielec,Right,ST,750000,2000,1
A. Canbaz,22,Turkey,61,Trabzonspor,Right,CAM,725000,5000,1
Liu Yang,29,China PR,61,Tianjin TEDA FC,Right,CB,300000,3000,1
Xu Yang,33,China PR,61,Shenzhen FC,Left,LM,200000,3000,1
A. Evans,21,England,61,SC Paderborn 07,Right,CAM,725000,3000,1
V. Emmersón,24,Congo,61,Vejle Boldklub,Right,CB,600000,2000,1
P. Osew,19,England,61,AFC Wimbledon,Left,LWB,825000,800,1
F. D'Amico,19,Italy,61,Chievo Verona,Right,RM,850000,500,1
Du Jia,27,China PR,61,Tianjin TEDA FC,Right,GK,300000,2000,1
O. Zanzala,23,Congo,61,Crewe Alexandra,Right,ST,675000,2000,1
J. Kabongo,22,Denmark,61,Brøndby IF,Left,CB,700000,3000,1
T. Børkeeiet,21,Norway,61,Brøndby IF,Right,CDM,775000,2000,1
M. Ramusović,19,Bosnia Herzegovina,61,1. FC Heidenheim 1846,Right,CDM,675000,2000,1
C. Trejo,20,Mexico,61,Club Atlas,Right,ST,800000,2000,1
S. Bojang,22,Gambia,61,Sarpsborg 08 FF,Right,RWB,700000,750,1
R. Trif,22,Romania,61,Gaz Metan Mediaş,Left,LWB,700000,2000,1
Diego Pampín,20,Spain,61,RC Celta,Left,LB,825000,2000,1
L. Nieuwpoort,25,Netherlands,61,RKC Waalwijk,Left,CB,375000,1000,1
L. Ihorst,20,Germany,61,VfL Osnabrück,Left,ST,800000,4000,1
J. Martin,31,England,61,Northampton Town,Left,LB,240000,2000,1
A. Aktaş,20,Turkey,61,Fatih Karagümrük S.K.,Right,CAM,650000,2000,1
M. Moström,37,Sweden,61,Molde FK,Right,RM,110000,1000,1
Luo Senwen,27,China PR,61,Hebei China Fortune FC,Right,ST,375000,3000,1
Hu Jinghang,23,China PR,61,Wuhan Zall,Right,ST,525000,2000,1
T. Englund,31,Sweden,61,Falkenbergs FF,Left,LWB,240000,650,1
Y. Vílchez,25,Peru,61,Cusco FC,Right,CB,425000,500,1
A. Williams,33,England,61,Cheltenham Town,Right,ST,210000,3000,1
Wang Jianan,27,China PR,61,Sagan Tosu,Right,RM,350000,950,1
S. Asta,19,Germany,61,SpVgg Greuther Fürth,Right,RB,750000,900,1
M. Talbi,22,Tunisia,61,Çaykur Rizespor,Right,CB,700000,2000,1
F. Jørgensen,18,Norway,61,Odds BK,Right,CM,825000,500,1
T. Grupe,28,Germany,61,VfB Lübeck,Right,CB,325000,800,1
D. Conroy,24,England,61,Swindon Town,Right,CB,400000,2000,1
A. Al Khaibari,30,Saudi Arabia,61,Ettifaq FC,Left,CB,275000,5000,1
R. Mukiibi,28,Uganda,61,Östersunds FK,Right,RB,300000,950,1
T. Joza,33,Sweden,61,Falkenbergs FF,Right,CB,160000,650,1
J. Vargas,21,Venezuela,61,Llaneros de Guanare,Right,RM,725000,500,1
O. Marmoush,21,Egypt,61,VfL Wolfsburg,Right,ST,750000,6000,1
J. Maxted,26,England,61,Exeter City,Right,GK,350000,2000,1
A. Al Owayshir,29,Saudi Arabia,61,Al Wehda,Right,GK,220000,3000,1
L. Offord,20,England,61,Crewe Alexandra,Right,CB,675000,1000,1
A. Bates,19,England,61,Walsall,Right,RM,775000,2000,1
J. Nuttall,23,England,61,Northampton Town,Right,ST,725000,2000,1
Bi Jinhao,29,China PR,61,Shanghai Greenland Shenhua FC,Right,CB,275000,3000,1
Hélton Carvalhal,28,Brazil,61,Ceará Sporting Club,Right,ST,325000,3000,1
G. Pashov,30,Bulgaria,61,Academica Clinceni,Right,RB,275000,1000,1
R. Guachiré,25,Paraguay,61,Deportivo Binacional,Right,CDM,425000,500,1
J. Rodríguez,24,Venezuela,61,Llaneros de Guanare,Right,RM,425000,500,1
Zhang Chenglin,33,China PR,61,Wuhan Zall,Right,CB,160000,4000,1
M. Nottingham,31,Saint Kitts and Nevis,61,Accrington Stanley,Right,CB,220000,1000,1
A. Traoré,18,France,61,FC Girondins de Bordeaux,Right,ST,1000000,2000,1
M. Aucca,21,Peru,61,Cusco FC,Right,RWB,775000,500,1
Julen Lobete,19,Spain,61,Real Sociedad,Right,ST,775000,3000,1
Lee Soo Bin,20,Korea Republic,61,Jeonbuk Hyundai Motors,Right,CAM,825000,1000,1
D. Rojas,20,Bolivia,61,Oriente Petrolero,Right,CDM,775000,500,1
F. Plămadă,28,Romania,61,FC Botoşani,Right,CB,325000,2000,1
D. Matsui,39,Japan,61,Yokohama FC,Right,CAM,110000,650,2
L. Desmond,25,Republic of Ireland,61,St. Patrick's Athletic,Left,CB,450000,550,1
M. Tapias,23,Mexico,61,Pachuca,Right,CB,675000,2000,1
A. Mihaiu,21,Romania,61,Dinamo Bucureşti,Right,RM,800000,1000,1
J. Brunet,22,Argentina,61,Granada CF,Right,CDM,700000,3000,1
D. Pazmiño,20,Ecuador,61,El Nacional,Right,CDM,725000,500,1
J. Neris,20,Uruguay,61,River Plate Montevideo,Right,RM,800000,500,1
R. Orihuela,19,Uruguay,61,Nacional de Montevideo,Right,CB,725000,500,1
M. Cullen,28,England,61,Port Vale,Right,ST,325000,3000,1
M. Kelly,22,Scotland,61,Bristol Rovers,Left,LB,500000,2000,1
K. Sheppard,29,Republic of Ireland,61,Shelbourne FC,Right,RM,325000,600,1
J. Neira,25,Peru,61,Club Atlético Grau,Right,CM,400000,500,1
A. Sarı,19,Turkey,61,Fatih Karagümrük S.K.,Right,RM,775000,1000,1
Miguel Rodríguez,17,Spain,61,RC Celta,Right,RM,825000,800,1
A. Nathaniel-George,25,England,61,Southend United,Right,RW,425000,2000,1
Z. Muñoz,19,Mexico,61,Guadalajara,Right,CAM,775000,4000,1
A. Fisher,30,England,61,Exeter City,Right,ST,325000,3000,1
